Gene1	Gene2	Gene1_name	Gene2_name	Family_ID	Chromosome	Distance_bp	Gene1_Start	Gene2_Start	Strand1	Strand2	Same_Orientation
KRH62712	KRH62713	GLYMA_04G125900	GLYMA_04G126000	1145	4	2706	16809159	16811865	-	-	True
KRH56244	KRH56245	GLYMA_06G312600	GLYMA_06G312700	1145	6	13685	50109789	50123474	+	+	True
KRH60216	KRH60217	GLYMA_05G227200	GLYMA_05G227300	1158	5	13567	40541538	40555105	+	-	False
KRH41503	KRH41505	GLYMA_08G033900	GLYMA_08G034100	1158	8	6112	2707609	2713721	+	-	False
KRH41503	KRH41506	GLYMA_08G033900	GLYMA_08G034200	1158	8	10886	2707609	2718495	+	-	False
KRH41505	KRH41506	GLYMA_08G034100	GLYMA_08G034200	1158	8	4774	2713721	2718495	-	-	True
KRG91318	KRG91319	GLYMA_20G147500	GLYMA_20G147600	1159	20	3187	38601513	38604700	+	+	True
KRH50061	KRH50062	GLYMA_07G197700	GLYMA_07G197800	1161	7	3054	36602835	36605889	+	+	True
KRH05209	KRH05210	GLYMA_17G213800	GLYMA_17G213900	1164	17	16453	35807727	35824180	-	-	True
KRH46435	KRH46436	GLYMA_08G333500	GLYMA_08G333600	1164	8	12934	45074570	45087504	+	+	True
KRH36479	KRH36480	GLYMA_09G005100	GLYMA_09G005200	1166	9	4697	409419	414116	+	+	True
KRH70137	KRH70138	GLYMA_02G071000	GLYMA_02G071100	1168	2	3103	6248712	6251815	-	+	False
KRH14690	KRH14692	GLYMA_14G042000	GLYMA_14G042200	1177	14	14814	3170003	3184817	+	+	True
KRH14690	KRH14696	GLYMA_14G042000	GLYMA_14G042600	1177	14	71645	3170003	3241648	+	+	True
KRH14690	KRH14698	GLYMA_14G042000	GLYMA_14G042800	1177	14	99382	3170003	3269385	+	+	True
KRH14692	KRH14696	GLYMA_14G042200	GLYMA_14G042600	1177	14	56831	3184817	3241648	+	+	True
KRH14692	KRH14698	GLYMA_14G042200	GLYMA_14G042800	1177	14	84568	3184817	3269385	+	+	True
KRH14696	KRH14698	GLYMA_14G042600	GLYMA_14G042800	1177	14	27737	3241648	3269385	+	+	True
KRH73443	KRH73446	GLYMA_02G274000	GLYMA_02G274100	1177	2	5280	45712025	45717305	-	-	True
KRH14747	KRH14749	GLYMA_14G046200	GLYMA_14G046300	1179	14	7003	3515948	3522951	-	-	True
KRH73391	KRH73392	GLYMA_02G270700	GLYMA_02G270800	1179	2	6723	45468743	45475466	+	+	True
KRH30054	KRH30055	GLYMA_11G154900	GLYMA_11G155000	1180	11	19359	12643089	12662448	+	+	True
KRH33865	KRH33866	GLYMA_10G150200	GLYMA_10G150300	1181	10	6923	38559852	38566775	-	-	True
KRH30638	KRH30639	GLYMA_11G197300	GLYMA_11G197400	1182	11	92015	27293982	27385997	+	+	True
KRH30639	KRH30644	GLYMA_11G197400	GLYMA_11G197800	1182	11	48056	27385997	27434053	+	+	True
KRG97040	KRG97041	GLYMA_19G2480002	GLYMA_19G2480001	1186	19	2779	49393866	49396645	-	-	True
KRH30234	KRH30235	GLYMA_11G169500	GLYMA_11G169600	1187	11	20088	18001828	18021916	+	-	False
KRG98253	KRG98254	GLYMA_18G060400	GLYMA_18G060500	1187	18	12827	5438295	5451122	+	-	False
KRH09269	KRH09270	GLYMA_16G207300	GLYMA_16G207400	1189	16	4268	36718287	36722555	+	+	True
KRH77244	KRH77245	GLYMA_01G201300	GLYMA_01G201400	1190	1	1842	53477407	53479249	+	+	True
KRH07494	KRH07495	GLYMA_16G093000	GLYMA_16G093100	1190	16	834	14842945	14843779	+	+	True
KRH07494	KRH07497	GLYMA_16G093000	GLYMA_16G093300	1190	16	4831	14842945	14847776	+	+	True
KRH07495	KRH07497	GLYMA_16G093100	GLYMA_16G093300	1190	16	3997	14843779	14847776	+	+	True
KRH02148	KRH02149	GLYMA_17G019400	GLYMA_17G019500	1196	17	4260	1456365	1460625	-	-	True
KRH02148	KRH02150	GLYMA_17G019400	GLYMA_17G019600	1196	17	13700	1456365	1470065	-	-	True
KRH02149	KRH02150	GLYMA_17G019500	GLYMA_17G019600	1196	17	9440	1460625	1470065	-	-	True
KRH50982	KRH50983	GLYMA_07G254600	GLYMA_07G254700	1196	7	4815	43138194	43143009	+	+	True
KRH50982	KRH50984	GLYMA_07G254600	GLYMA_07G254800	1196	7	6385	43138194	43144579	+	+	True
KRH50982	KRH50985	GLYMA_07G254600	GLYMA_07G254900	1196	7	7943	43138194	43146137	+	+	True
KRH50983	KRH50984	GLYMA_07G254700	GLYMA_07G254800	1196	7	1570	43143009	43144579	+	+	True
KRH50983	KRH50985	GLYMA_07G254700	GLYMA_07G254900	1196	7	3128	43143009	43146137	+	+	True
KRH50984	KRH50985	GLYMA_07G254800	GLYMA_07G254900	1196	7	1558	43144579	43146137	+	+	True
KRG95376	KRG95378	GLYMA_19G147300	GLYMA_19G147400	1197	19	5098	40814452	40819550	+	+	True
KRH71570	KRH71571	GLYMA_02G155700	GLYMA_02G155800	1199	2	14660	15925517	15940177	-	-	True
KRH49402	KRH49404	GLYMA_07G151800	GLYMA_07G151900	1199	7	37177	18412806	18449983	-	-	True
KRH77764	KRH77765	GLYMA_01G232800	GLYMA_01G232900	1205	1	3689	55927523	55931212	+	+	True
KRH09191	KRH09201	GLYMA_16G202000	GLYMA_16G202500	1208	16	42253	36346588	36388841	-	-	True
KRH09175	KRH09176	GLYMA_16G200900	GLYMA_16G201000	1209	16	3270	36230317	36233587	-	-	True
KRG91413	KRG91414	GLYMA_20G153200	GLYMA_20G153300	1209	20	5916	39212122	39218038	+	+	True
KRH38654	KRH38655	GLYMA_09G149300	GLYMA_09G149400	1209	9	10691	36917124	36927815	-	-	True
KRH38654	KRH38658	GLYMA_09G149300	GLYMA_09G1496001	1209	9	45630	36917124	36962754	-	-	True
KRH38655	KRH38658	GLYMA_09G149400	GLYMA_09G1496001	1209	9	34939	36927815	36962754	-	-	True
KRH38464	KRH38465	GLYMA_09G137200	GLYMA_09G137300	1210	9	25311	33969759	33995070	+	+	True
KRH38464	KRH38467	GLYMA_09G137200	GLYMA_09G137500	1210	9	69643	33969759	34039402	+	+	True
KRH38465	KRH38467	GLYMA_09G137300	GLYMA_09G137500	1210	9	44332	33995070	34039402	+	+	True
KRG96433	KRG96434	GLYMA_19G210700	GLYMA_19G210800	1211	19	9562	46477740	46487302	+	+	True
KRH47147	KRH47148	GLYMA_07G011400	GLYMA_07G011500	1212	7	6293	873987	880280	+	+	True
KRH47147	KRH47149	GLYMA_07G011400	GLYMA_07G011600	1212	7	11923	873987	885910	+	+	True
KRH47148	KRH47149	GLYMA_07G011500	GLYMA_07G011600	1212	7	5630	880280	885910	+	+	True
KRH44176	KRH44179	GLYMA_08G194600	GLYMA_08G194700	1212	8	10315	15680337	15690652	+	+	True
KRH35105	KRH35106	GLYMA_10G222400	GLYMA_10G222500	1215	10	7577	45366010	45373587	-	-	True
KRH08650	KRH08651	GLYMA_16G164200	GLYMA_16G164300	1215	16	8437	32307939	32316376	-	-	True
KRH08650	KRH08653	GLYMA_16G164200	GLYMA_16G164400	1215	16	12412	32307939	32320351	-	-	True
KRH08651	KRH08653	GLYMA_16G164300	GLYMA_16G164400	1215	16	3975	32316376	32320351	-	-	True
KRH15169	KRH15171	GLYMA_14G072700	GLYMA_14G072800	1218	14	9238	6111578	6120816	+	+	True
KRH15169	KRH15172	GLYMA_14G072700	GLYMA_14G072900	1218	14	12288	6111578	6123866	+	+	True
KRH15171	KRH15172	GLYMA_14G072800	GLYMA_14G072900	1218	14	3050	6120816	6123866	+	+	True
KRH05849	KRH05851	GLYMA_17G252200	GLYMA_17G252300	1218	17	6556	40651802	40658358	-	+	False
KRH53992	KRH53994	GLYMA_06G159200	GLYMA_06G159300	1219	6	15643	13108703	13124346	+	+	True
KRH34308	KRH34310	GLYMA_10G175400	GLYMA_10G175500	1227	10	18953	40940014	40958967	-	-	True
KRH09297	KRH09299	GLYMA_16G208500	GLYMA_16G208600	1227	16	3755	36806718	36810473	+	+	True
KRH38789	KRH38790	GLYMA_09G158000	GLYMA_09G158100	1227	9	1776	38138977	38140753	+	+	True
KRH06377	KRH06378	GLYMA_16G018900	GLYMA_16G019000	1229	16	3157	1669811	1672968	+	+	True
KRH06377	KRH06379	GLYMA_16G018900	GLYMA_16G019100	1229	16	18700	1669811	1688511	+	-	False
KRH06377	KRH06382	GLYMA_16G018900	GLYMA_16G019300	1229	16	28230	1669811	1698041	+	+	True
KRH06378	KRH06379	GLYMA_16G019000	GLYMA_16G019100	1229	16	15543	1672968	1688511	+	-	False
KRH06378	KRH06382	GLYMA_16G019000	GLYMA_16G019300	1229	16	25073	1672968	1698041	+	+	True
KRH06379	KRH06382	GLYMA_16G019100	GLYMA_16G019300	1229	16	9530	1688511	1698041	-	+	False
KRH47814	KRH47816	GLYMA_07G050200	GLYMA_07G050400	1229	7	17306	4272718	4290024	+	+	True
KRH47814	KRH47817	GLYMA_07G050200	GLYMA_07G050500	1229	7	22951	4272718	4295669	+	-	False
KRH47816	KRH47817	GLYMA_07G050400	GLYMA_07G050500	1229	7	5645	4290024	4295669	+	-	False
KRH04214	KRH04217	GLYMA_17G146800	GLYMA_17G147100	1233	17	16747	12112968	12129715	+	+	True
KRH68572	KRH68573	GLYMA_03G238800	GLYMA_03G238900	1234	3	3927	43799059	43802986	+	+	True
KRH65533	KRH65540	GLYMA_03G043100	GLYMA_03G043700	1236	3	75165	5448239	5523404	+	+	True
KRH65540	KRH65545	GLYMA_03G043700	GLYMA_03G044100	1236	3	52285	5523404	5575689	+	+	True
KRH63708	KRH63709	GLYMA_04G1923002	GLYMA_04G1923001	1237	4	51012	46344385	46395397	-	-	True
KRH54242	KRH54243	GLYMA_06G173400	GLYMA_06G173500	1237	6	12011	14583637	14595648	+	+	True
KRH30359	KRH30362	GLYMA_11G179300	GLYMA_11G179400	1242	11	6390	24492152	24498542	-	-	True
KRH25307	KRH25309	GLYMA_12G093900	GLYMA_12G094000	1242	12	9443	7694873	7704316	+	+	True
KRH25307	KRH25312	GLYMA_12G093900	GLYMA_12G094100	1242	12	18984	7694873	7713857	+	+	True
KRH25309	KRH25312	GLYMA_12G094000	GLYMA_12G094100	1242	12	9541	7704316	7713857	+	+	True
KRH18368	KRH18369	GLYMA_13G054700	GLYMA_13G054800	1244	13	7553	15208076	15215629	+	+	True
KRH18368	KRH18370	GLYMA_13G054700	GLYMA_13G054900	1244	13	13656	15208076	15221732	+	+	True
KRH18368	KRH18372	GLYMA_13G054700	GLYMA_13G055100	1244	13	20409	15208076	15228485	+	+	True
KRH18369	KRH18370	GLYMA_13G054800	GLYMA_13G054900	1244	13	6103	15215629	15221732	+	+	True
KRH18369	KRH18372	GLYMA_13G054800	GLYMA_13G055100	1244	13	12856	15215629	15228485	+	+	True
KRH18370	KRH18372	GLYMA_13G054900	GLYMA_13G055100	1244	13	6753	15221732	15228485	+	+	True
KRG93670	KRG93671	GLYMA_19G032400	GLYMA_19G032500	1244	19	27452	4113277	4140729	-	-	True
KRG93742	KRG93745	GLYMA_19G037400	GLYMA_19G037500	1245	19	11634	5224298	5235932	-	-	True
KRH29615	KRH29616	GLYMA_11G127000	GLYMA_11G127100	1246	11	1360	9654882	9656242	+	+	True
KRH24616	KRH24617	GLYMA_12G051600	GLYMA_12G051700	1246	12	4121	3700866	3704987	+	+	True
KRH23214	KRH23215	GLYMA_13G344700	GLYMA_13G344800	1246	13	3692	43563135	43566827	-	-	True
KRG93779	KRG93780	GLYMA_19G040500	GLYMA_19G040600	1247	19	9356	5831176	5840532	-	-	True
KRG93779	KRG93781	GLYMA_19G040500	GLYMA_19G040700	1247	19	12818	5831176	5843994	-	-	True
KRG93780	KRG93781	GLYMA_19G040600	GLYMA_19G040700	1247	19	3462	5840532	5843994	-	-	True
KRG93960	KRG93961	GLYMA_19G052500	GLYMA_19G052600	1251	19	6964	8540549	8547513	+	+	True
KRG93960	KRG93962	GLYMA_19G052500	GLYMA_19G052700	1251	19	10653	8540549	8551202	+	+	True
KRG93960	KRG93964	GLYMA_19G052500	GLYMA_19G052900	1251	19	42548	8540549	8583097	+	+	True
KRG93961	KRG93962	GLYMA_19G052600	GLYMA_19G052700	1251	19	3689	8547513	8551202	+	+	True
KRG93961	KRG93964	GLYMA_19G052600	GLYMA_19G052900	1251	19	35584	8547513	8583097	+	+	True
KRG93962	KRG93964	GLYMA_19G052700	GLYMA_19G052900	1251	19	31895	8551202	8583097	+	+	True
KRH25826	KRH25828	GLYMA_12G132000	GLYMA_12G132200	1252	12	17073	14917754	14934827	-	+	False
KRH25826	KRH25829	GLYMA_12G132000	GLYMA_12G132300	1252	12	37089	14917754	14954843	-	-	True
KRH25826	KRH25830	GLYMA_12G132000	GLYMA_12G132400	1252	12	39417	14917754	14957171	-	-	True
KRH25828	KRH25829	GLYMA_12G132200	GLYMA_12G132300	1252	12	20016	14934827	14954843	+	-	False
KRH25828	KRH25830	GLYMA_12G132200	GLYMA_12G132400	1252	12	22344	14934827	14957171	+	-	False
KRH25829	KRH25830	GLYMA_12G132300	GLYMA_12G132400	1252	12	2328	14954843	14957171	-	-	True
KRH04498	KRH04502	GLYMA_17G165700	GLYMA_17G1659002	1254	17	18470	15105581	15124051	-	-	True
KRH04498	KRH04503	GLYMA_17G165700	GLYMA_17G1659001	1254	17	26856	15105581	15132437	-	-	True
KRH04502	KRH04503	GLYMA_17G1659002	GLYMA_17G1659001	1254	17	8386	15124051	15132437	-	-	True
KRG94908	KRG94909	GLYMA_19G117100	GLYMA_19G117200	1256	19	15827	37326054	37341881	+	-	False
KRH53920	KRH53921	GLYMA_06G1552002	GLYMA_06G1552001	1256	6	720	12681196	12681916	-	-	True
KRH06852	KRH06854	GLYMA_16G050000	GLYMA_16G050100	1261	16	10143	4788380	4798523	+	+	True
KRH76343	KRH76344	GLYMA_01G147200	GLYMA_01G147300	1262	1	2359	48381607	48383966	+	+	True
KRG94709	KRG94710	GLYMA_19G103500	GLYMA_19G103600	1262	19	19738	35179356	35199094	-	-	True
KRG94816	KRG94818	GLYMA_19G1112002	GLYMA_19G1112001	1265	19	3018	36547565	36550583	-	-	True
KRH10577	KRH10578	GLYMA_15G055800	GLYMA_15G055900	1267	15	6534	4364281	4370815	+	+	True
KRH43877	KRH43878	GLYMA_08G177100	GLYMA_08G177200	1267	8	4434	14194510	14198944	-	-	True
KRH71487	KRH71490	GLYMA_02G1505002	GLYMA_02G1505001	1273	2	2733	15500405	15503138	+	+	True
KRH32355	KRH32356	GLYMA_10G046500	GLYMA_10G046600	1274	10	24413	4167531	4191944	+	+	True
KRH61012	KRH61013	GLYMA_04G022200	GLYMA_04G022300	1275	4	10019	1744756	1754775	+	+	True
KRH61012	KRH61014	GLYMA_04G022200	GLYMA_04G022400	1275	4	17589	1744756	1762345	+	+	True
KRH61012	KRH61015	GLYMA_04G022200	GLYMA_04G022500	1275	4	23031	1744756	1767787	+	+	True
KRH61012	KRH61017	GLYMA_04G022200	GLYMA_04G022600	1275	4	29440	1744756	1774196	+	+	True
KRH61013	KRH61014	GLYMA_04G022300	GLYMA_04G022400	1275	4	7570	1754775	1762345	+	+	True
KRH61013	KRH61015	GLYMA_04G022300	GLYMA_04G022500	1275	4	13012	1754775	1767787	+	+	True
KRH61013	KRH61017	GLYMA_04G022300	GLYMA_04G022600	1275	4	19421	1754775	1774196	+	+	True
KRH61014	KRH61015	GLYMA_04G022400	GLYMA_04G022500	1275	4	5442	1762345	1767787	+	+	True
KRH61014	KRH61017	GLYMA_04G022400	GLYMA_04G022600	1275	4	11851	1762345	1774196	+	+	True
KRH61015	KRH61017	GLYMA_04G022500	GLYMA_04G022600	1275	4	6409	1767787	1774196	+	+	True
KRH51678	KRH51679	GLYMA_06G022500	GLYMA_06G022600	1275	6	11317	1672476	1683793	+	+	True
KRH19778	KRH19779	GLYMA_13G135500	GLYMA_13G135600	1276	13	4201	24798567	24802768	+	+	True
KRG95898	KRG95899	GLYMA_19G176900	GLYMA_19G177000	1276	19	3051	43651300	43654351	+	+	True
KRG95898	KRG95901	GLYMA_19G176900	GLYMA_19G177200	1276	19	9988	43651300	43661288	+	+	True
KRG95899	KRG95901	GLYMA_19G177000	GLYMA_19G177200	1276	19	6937	43654351	43661288	+	+	True
KRH15291	KRH15292	GLYMA_14G079500	GLYMA_14G079600	1277	14	7376	6833510	6840886	-	-	True
KRH05738	KRH05739	GLYMA_17G245500	GLYMA_17G245600	1277	17	6752	40093382	40100134	+	+	True
KRH69252	KRH69253	GLYMA_02G0147002	GLYMA_02G0147001	1279	2	2871	1307375	1310246	-	-	True
KRH56171	KRH56173	GLYMA_06G308400	GLYMA_06G308500	1285	6	1746	49713637	49715383	-	-	True
KRH33634	KRH33635	GLYMA_10G136900	GLYMA_10G137000	1288	10	6505	36987955	36994460	+	+	True
KRH69155	KRH69156	GLYMA_02G008300	GLYMA_02G008400	1288	2	6973	841690	848663	-	-	True
KRH59186	KRH59187	GLYMA_05G170000	GLYMA_05G170100	1289	5	4417	36036616	36041033	+	+	True
KRH68625	KRH68626	GLYMA_03G242100	GLYMA_03G242200	1291	3	10381	44008011	44018392	-	-	True
KRG96924	KRG96929	GLYMA_19G241300	GLYMA_19G241800	1292	19	40258	48922036	48962294	-	-	True
KRH68672	KRH68681	GLYMA_03G243800	GLYMA_03G244500	1292	3	47727	44147832	44195559	-	+	False
KRH51749	KRH51750	GLYMA_06G026200	GLYMA_06G026300	1293	6	9347	2015706	2025053	-	-	True
KRH48781	KRH48782	GLYMA_07G112200	GLYMA_07G112300	1295	7	29139	11610133	11639272	-	-	True
KRH14910	KRH14911	GLYMA_14G056500	GLYMA_14G056600	1298	14	12614	4500240	4512854	+	+	True
KRH73253	KRH73254	GLYMA_02G262200	GLYMA_02G262300	1298	2	8124	44812653	44820777	+	+	True
KRH18630	KRH18633	GLYMA_13G072800	GLYMA_13G072900	1302	13	12248	17431031	17443279	-	+	False
KRH45537	KRH45540	GLYMA_08G277900	GLYMA_08G278200	1304	8	66490	37480344	37546834	-	-	True
KRH30273	KRH30275	GLYMA_11G172000	GLYMA_11G172200	1305	11	11995	18690585	18702580	+	+	True
KRG98365	KRG98369	GLYMA_18G068800	GLYMA_18G068900	1307	18	20953	6419371	6440324	-	+	False
KRG98365	KRG98371	GLYMA_18G068800	GLYMA_18G069100	1307	18	63063	6419371	6482434	-	+	False
KRG98369	KRG98371	GLYMA_18G068900	GLYMA_18G069100	1307	18	42110	6440324	6482434	+	+	True
KRH46493	KRH46495	GLYMA_08G337200	GLYMA_08G337400	1308	8	14370	45408711	45423081	-	-	True
KRH46493	KRH46499	GLYMA_08G337200	GLYMA_08G337600	1308	8	48159	45408711	45456870	-	-	True
KRH46495	KRH46499	GLYMA_08G337400	GLYMA_08G337600	1308	8	33789	45423081	45456870	-	-	True
KRG98639	KRG98647	GLYMA_18G086800	GLYMA_18G087600	1311	18	50873	8617935	8668808	-	-	True
KRG98647	KRG98653	GLYMA_18G087600	GLYMA_18G088200	1311	18	70621	8668808	8739429	-	-	True
KRH46257	KRH46258	GLYMA_08G322400	GLYMA_08G322500	1312	8	5264	44120676	44125940	-	-	True
KRH18609	KRH18610	GLYMA_13G071000	GLYMA_13G071100	1320	13	20088	17124915	17145003	-	-	True
KRH54186	KRH54187	GLYMA_06G170300	GLYMA_06G170400	1321	6	9229	14266974	14276203	+	+	True
KRH75780	KRH75781	GLYMA_01G108800	GLYMA_01G108900	1328	1	26075	37059402	37085477	+	+	True
KRH01713	KRH01714	GLYMA_18G293900	GLYMA_18G294000	1329	18	2776	57173334	57176110	-	+	False
KRH49178	KRH49182	GLYMA_07G137500	GLYMA_07G137800	1329	7	44093	16301387	16345480	-	-	True
KRH07137	KRH07139	GLYMA_16G069500	GLYMA_16G069700	1330	16	9306	6948341	6957647	+	+	True
KRH07137	KRH07142	GLYMA_16G069500	GLYMA_16G070000	1330	16	29562	6948341	6977903	+	+	True
KRH07137	KRH07143	GLYMA_16G069500	GLYMA_16G070100	1330	16	41135	6948341	6989476	+	+	True
KRH07139	KRH07142	GLYMA_16G069700	GLYMA_16G070000	1330	16	20256	6957647	6977903	+	+	True
KRH07139	KRH07143	GLYMA_16G069700	GLYMA_16G070100	1330	16	31829	6957647	6989476	+	+	True
KRH07142	KRH07143	GLYMA_16G070000	GLYMA_16G070100	1330	16	11573	6977903	6989476	+	+	True
KRH00382	KRH00383	GLYMA_18G209900	GLYMA_18G210000	1330	18	7624	49531151	49538775	+	+	True
KRH00727	KRH00728	GLYMA_18G232000	GLYMA_18G232100	1333	18	9586	52048494	52058080	-	-	True
KRH00727	KRH00729	GLYMA_18G232000	GLYMA_18G232200	1333	18	12252	52048494	52060746	-	-	True
KRH00727	KRH00730	GLYMA_18G232000	GLYMA_18G232300	1333	18	15019	52048494	52063513	-	-	True
KRH00728	KRH00729	GLYMA_18G232100	GLYMA_18G232200	1333	18	2666	52058080	52060746	-	-	True
KRH00728	KRH00730	GLYMA_18G232100	GLYMA_18G232300	1333	18	5433	52058080	52063513	-	-	True
KRH00729	KRH00730	GLYMA_18G232200	GLYMA_18G232300	1333	18	2767	52060746	52063513	-	-	True
KRH61649	KRH61653	GLYMA_04G060300	GLYMA_04G060400	1337	4	4415	4933768	4938183	+	+	True
KRH48509	KRH48512	GLYMA_07G0937002	GLYMA_07G0937001	1345	7	9737	8723740	8733477	-	-	True
KRH03724	KRH03725	GLYMA_17G117100	GLYMA_17G117200	1347	17	6115	9228211	9234326	-	-	True
KRH56629	KRH56630	GLYMA_05G008900	GLYMA_05G009000	1347	5	2454	795682	798136	-	-	True
KRH56629	KRH56631	GLYMA_05G008900	GLYMA_05G009100	1347	5	13343	795682	809025	-	-	True
KRH56630	KRH56631	GLYMA_05G009000	GLYMA_05G009100	1347	5	10889	798136	809025	-	-	True
KRH04654	KRH04656	GLYMA_17G177000	GLYMA_17G177200	1351	17	27616	19031212	19058828	-	-	True
KRH04654	KRH04657	GLYMA_17G177000	GLYMA_17G177300	1351	17	41353	19031212	19072565	-	-	True
KRH04656	KRH04657	GLYMA_17G177200	GLYMA_17G177300	1351	17	13737	19058828	19072565	-	-	True
KRH09892	KRH09893	GLYMA_15G016900	GLYMA_15G017000	1353	15	9725	1308263	1317988	-	-	True
KRH47259	KRH47260	GLYMA_07G018700	GLYMA_07G018800	1353	7	7168	1491100	1498268	+	+	True
KRH44330	KRH44331	GLYMA_08G203900	GLYMA_08G204000	1353	8	6246	16536368	16542614	+	+	True
KRH05029	KRH05031	GLYMA_17G203000	GLYMA_17G203200	1354	17	47585	32368590	32416175	-	+	False
KRH15272	KRH15275	GLYMA_14G078400	GLYMA_14G078700	1358	14	36033	6634738	6670771	+	-	False
KRH38148	KRH38152	GLYMA_09G114500	GLYMA_09G114700	1358	9	26621	24709093	24735714	+	+	True
KRH08194	KRH08197	GLYMA_16G135100	GLYMA_16G135400	1362	16	31829	29255158	29286987	-	-	True
KRH08194	KRH08200	GLYMA_16G135100	GLYMA_16G135600	1362	16	48431	29255158	29303589	-	+	False
KRH08197	KRH08200	GLYMA_16G135400	GLYMA_16G135600	1362	16	16602	29286987	29303589	-	+	False
KRH69885	KRH69886	GLYMA_02G054900	GLYMA_02G055000	1362	2	4464	4969683	4974147	-	-	True
KRH08888	KRH08890	GLYMA_16G180700	GLYMA_16G180800	1363	16	16230	34147998	34164228	+	+	True
KRH08888	KRH08891	GLYMA_16G180700	GLYMA_16G180900	1363	16	29191	34147998	34177189	+	+	True
KRH08890	KRH08891	GLYMA_16G180800	GLYMA_16G180900	1363	16	12961	34164228	34177189	+	+	True
KRH38411	KRH38413	GLYMA_09G134800	GLYMA_09G134900	1363	9	46283	33557082	33603365	+	+	True
KRH38411	KRH38415	GLYMA_09G134800	GLYMA_09G135000	1363	9	66552	33557082	33623634	+	+	True
KRH38413	KRH38415	GLYMA_09G134900	GLYMA_09G135000	1363	9	20269	33603365	33623634	+	+	True
KRH65201	KRH65202	GLYMA_03G019900	GLYMA_03G020000	1366	3	4930	2050178	2055108	-	-	True
KRH48310	KRH48311	GLYMA_07G081800	GLYMA_07G081900	1366	7	2823	7527170	7529993	-	-	True
KRH48310	KRH48312	GLYMA_07G081800	GLYMA_07G082000	1366	7	6841	7527170	7534011	-	-	True
KRH48310	KRH48313	GLYMA_07G081800	GLYMA_07G082100	1366	7	15359	7527170	7542529	-	+	False
KRH48311	KRH48312	GLYMA_07G081900	GLYMA_07G082000	1366	7	4018	7529993	7534011	-	-	True
KRH48311	KRH48313	GLYMA_07G081900	GLYMA_07G082100	1366	7	12536	7529993	7542529	-	+	False
KRH48312	KRH48313	GLYMA_07G082000	GLYMA_07G082100	1366	7	8518	7534011	7542529	-	+	False
KRH75209	KRH75210	GLYMA_01G070000	GLYMA_01G070100	1367	1	16309	11957903	11974212	-	-	True
KRH55749	KRH55760	GLYMA_06G277900	GLYMA_06G279000	1367	6	32716	46967417	47000133	-	-	True
KRH55749	KRH55768	GLYMA_06G277900	GLYMA_06G279800	1367	6	65506	46967417	47032923	-	-	True
KRH55760	KRH55768	GLYMA_06G279000	GLYMA_06G279800	1367	6	32790	47000133	47032923	-	-	True
KRH58273	KRH58274	GLYMA_05G117300	GLYMA_05G117400	1370	5	23058	31017018	31040076	+	+	True
KRH22376	KRH22377	GLYMA_13G296200	GLYMA_13G296300	1374	13	3480	39540769	39544249	+	+	True
KRH48576	KRH48579	GLYMA_07G098200	GLYMA_07G098500	1376	7	40838	9230897	9271735	+	+	True
KRH39129	KRH39130	GLYMA_09G179800	GLYMA_09G179900	1376	9	16394	40478991	40495385	-	-	True
KRH75479	KRH75480	GLYMA_01G087000	GLYMA_01G087100	1380	1	35874	26205090	26240964	-	-	True
KRH20644	KRH20646	GLYMA_13G191400	GLYMA_13G191600	1381	13	9912	30472853	30482765	-	+	False
KRH20753	KRH20754	GLYMA_13G198300	GLYMA_13G198400	1381	13	7723	31208095	31215818	-	-	True
KRH13353	KRH13354	GLYMA_15G232900	GLYMA_15G233000	1382	15	9218	43772479	43781697	+	+	True
KRH62821	KRH62822	GLYMA_04G134700	GLYMA_04G134800	1382	4	24275	19438535	19462810	+	+	True
KRH64313	KRH64315	GLYMA_04G229400	GLYMA_04G229500	1383	4	24495	49827121	49851616	+	+	True
KRH53611	KRH53614	GLYMA_06G135200	GLYMA_06G135300	1383	6	19225	11105655	11124880	-	-	True
KRH55152	KRH55153	GLYMA_06G233600	GLYMA_06G2337002	1384	6	15000	37427695	37442695	+	+	True
KRH55152	KRH55154	GLYMA_06G233600	GLYMA_06G2337003	1384	6	16200	37427695	37443895	+	+	True
KRH55152	KRH55155	GLYMA_06G233600	GLYMA_06G2337001	1384	6	18374	37427695	37446069	+	+	True
KRH55152	KRH55157	GLYMA_06G233600	GLYMA_06G233900	1384	6	57571	37427695	37485266	+	+	True
KRH55152	KRH55158	GLYMA_06G233600	GLYMA_06G234000	1384	6	82213	37427695	37509908	+	+	True
KRH55153	KRH55154	GLYMA_06G2337002	GLYMA_06G2337003	1384	6	1200	37442695	37443895	+	+	True
KRH55153	KRH55155	GLYMA_06G2337002	GLYMA_06G2337001	1384	6	3374	37442695	37446069	+	+	True
KRH55153	KRH55157	GLYMA_06G2337002	GLYMA_06G233900	1384	6	42571	37442695	37485266	+	+	True
KRH55153	KRH55158	GLYMA_06G2337002	GLYMA_06G234000	1384	6	67213	37442695	37509908	+	+	True
KRH55154	KRH55155	GLYMA_06G2337003	GLYMA_06G2337001	1384	6	2174	37443895	37446069	+	+	True
KRH55154	KRH55157	GLYMA_06G2337003	GLYMA_06G233900	1384	6	41371	37443895	37485266	+	+	True
KRH55154	KRH55158	GLYMA_06G2337003	GLYMA_06G234000	1384	6	66013	37443895	37509908	+	+	True
