Gene_ID	Chromosome	Start	End	Strand
gene:GLYMA_04G194800	4	46661486	46662961	+
gene:GLYMA_04G194900	4	46665233	46687880	-
gene:GLYMA_04G195000	4	46669443	46670024	+
gene:GLYMA_04G195100	4	46703656	46706291	+
gene:GLYMA_04G195200	4	46709044	46711962	+
gene:GLYMA_04G195300	4	46720164	46723760	+
gene:GLYMA_04G195400	4	46724194	46726692	-
gene:GLYMA_04G195500	4	46726672	46731465	+
gene:GLYMA_04G195600	4	46732994	46740396	-
gene:GLYMA_04G195700	4	46749239	46751035	-
gene:GLYMA_04G195800	4	46771346	46772159	+
gene:GLYMA_04G195900	4	46782522	46783431	-
gene:GLYMA_04G196000	4	46787225	46789599	+
gene:GLYMA_04G196100	4	46791766	46793722	-
gene:GLYMA_04G196200	4	46803977	46808402	-
gene:GLYMA_04G196300	4	46817482	46821862	-
gene:GLYMA_04G196400	4	46830664	46835461	-
gene:GLYMA_04G196500	4	46838276	46841044	-
gene:GLYMA_04G196600	4	46842733	46847224	+
gene:GLYMA_04G196700	4	46848128	46851351	-
gene:GLYMA_04G196800	4	46857784	46864763	-
gene:GLYMA_04G196900	4	46866152	46874341	-
gene:GLYMA_04G197000	4	46869335	46869702	+
gene:GLYMA_04G197100	4	46877265	46882186	-
gene:GLYMA_04G197200	4	46898642	46900146	+
gene:GLYMA_04G197300	4	46932795	46935093	+
gene:GLYMA_04G197400	4	46949621	46952247	-
gene:GLYMA_04G197500	4	46954708	46958098	-
gene:GLYMA_04G197600	4	46971751	46973287	+
gene:GLYMA_04G197700	4	46980627	46981169	+
gene:GLYMA_04G197800	4	46982941	46983357	+
gene:GLYMA_04G197900	4	46996724	47003191	+
gene:GLYMA_04G198000	4	47006521	47010069	+
gene:GLYMA_04G198100	4	47015669	47016617	-
gene:GLYMA_04G198200	4	47039837	47042915	+
gene:GLYMA_04G198300	4	47045618	47046355	-
gene:GLYMA_04G198400	4	47063700	47066536	-
gene:GLYMA_04G198500	4	47074110	47077142	-
gene:GLYMA_04G1986002	4	47086037	47087021	-
gene:GLYMA_04G1986001	4	47087314	47087830	-
gene:GLYMA_04G198700	4	47105589	47111400	+
gene:GLYMA_04G198800	4	47112362	47112926	+
gene:GLYMA_04G198900	4	47113297	47117037	-
gene:GLYMA_04G199000	4	47121269	47122986	+
gene:GLYMA_04G199100	4	47129101	47131135	+
gene:GLYMA_04G199200	4	47137003	47140638	+
gene:GLYMA_04G1993002	4	47148048	47149197	+
gene:GLYMA_04G1993001	4	47150099	47152817	+
gene:GLYMA_04G199400	4	47154689	47161106	+
gene:GLYMA_04G199500	4	47174069	47175775	-
gene:GLYMA_04G199600	4	47178532	47180407	-
gene:GLYMA_04G199700	4	47197174	47198646	-
gene:GLYMA_04G199800	4	47210990	47211809	+
gene:GLYMA_04G199900	4	47212957	47215878	-
gene:GLYMA_04G200000	4	47244774	47254941	+
gene:GLYMA_04G200100	4	47260087	47268693	+
gene:GLYMA_04G200200	4	47272267	47275936	+
gene:GLYMA_04G200300	4	47279749	47286597	+
gene:GLYMA_04G200400	4	47289448	47296916	-
gene:GLYMA_04G200500	4	47311284	47315365	+
gene:GLYMA_04G200600	4	47315853	47320860	-
gene:GLYMA_04G200700	4	47349422	47352225	+
gene:GLYMA_04G200800	4	47352498	47360512	-
gene:GLYMA_04G200900	4	47363447	47372297	-
gene:GLYMA_04G201000	4	47375200	47382478	+
gene:GLYMA_04G201100	4	47397264	47397651	+
gene:GLYMA_04G201200	4	47402788	47411497	+
gene:GLYMA_04G201300	4	47421431	47428265	+
gene:GLYMA_04G201400	4	47430254	47433440	+
gene:GLYMA_04G201500	4	47439114	47448118	+
gene:GLYMA_04G201600	4	47454209	47456255	-
gene:GLYMA_04G201700	4	47460161	47462657	+
gene:GLYMA_04G201800	4	47465067	47467148	-
gene:GLYMA_04G201900	4	47469119	47471746	+
gene:GLYMA_04G202000	4	47480160	47483238	-
gene:GLYMA_04G202100	4	47491438	47494348	-
gene:GLYMA_04G202200	4	47501702	47506518	+
gene:GLYMA_04G202300	4	47511464	47513147	+
gene:GLYMA_04G202400	4	47513148	47517081	-
gene:GLYMA_04G202500	4	47517949	47519229	-
gene:GLYMA_04G202600	4	47524161	47526553	-
gene:GLYMA_04G202700	4	47528786	47532245	-
gene:GLYMA_04G202800	4	47536544	47540479	+
gene:GLYMA_04G202900	4	47545481	47549268	+
gene:GLYMA_04G203000	4	47554870	47561267	-
gene:GLYMA_04G203100	4	47579428	47582453	+
gene:GLYMA_04G203200	4	47585767	47592951	-
gene:GLYMA_04G203300	4	47601826	47609252	+
gene:GLYMA_04G203400	4	47611156	47615804	+
gene:GLYMA_04G203500	4	47618973	47620489	+
gene:GLYMA_04G203600	4	47627131	47635351	+
gene:GLYMA_04G203700	4	47636574	47638900	-
gene:GLYMA_04G203800	4	47641178	47654608	+
gene:GLYMA_04G203900	4	47644486	47644904	+
gene:GLYMA_04G204000	4	47646129	47646356	-
gene:GLYMA_04G204100	4	47655747	47661690	+
gene:GLYMA_04G204200	4	47661936	47664072	+
gene:GLYMA_04G204300	4	47665266	47666746	+
gene:GLYMA_04G204400	4	47666779	47671530	-
gene:GLYMA_04G204500	4	47677614	47691526	+
gene:GLYMA_04G204600	4	47693993	47700220	-
gene:GLYMA_04G204700	4	47714234	47714473	+
gene:GLYMA_04G204800	4	47718026	47733029	-
gene:GLYMA_04G204900	4	47735569	47735727	-
gene:GLYMA_04G205000	4	47752602	47758846	+
gene:GLYMA_04G205100	4	47774402	47776175	-
gene:GLYMA_04G205200	4	47783659	47784150	-
gene:GLYMA_04G205300	4	47795153	47799012	-
gene:GLYMA_04G205400	4	47809152	47812800	+
gene:GLYMA_04G205500	4	47814325	47816947	-
gene:GLYMA_04G205600	4	47818697	47824735	+
gene:GLYMA_04G205700	4	47830245	47833576	+
gene:GLYMA_04G205800	4	47835319	47853365	-
gene:GLYMA_04G205900	4	47852702	47853243	-
gene:GLYMA_04G206000	4	47855940	47864595	+
gene:GLYMA_04G206100	4	47870952	47875294	+
gene:GLYMA_04G206200	4	47875461	47875610	+
gene:GLYMA_04G206300	4	47879777	47890045	+
gene:GLYMA_04G206400	4	47892638	47901800	-
gene:GLYMA_04G206500	4	47904259	47908207	+
gene:GLYMA_04G206600	4	47916022	47918523	+
gene:GLYMA_04G206700	4	47923727	47925577	+
gene:GLYMA_04G206800	4	47950207	47951035	+
gene:GLYMA_04G206900	4	47955814	47969230	+
gene:GLYMA_04G207000	4	47978256	47980159	+
gene:GLYMA_04G207100	4	47981540	47981837	+
gene:GLYMA_04G207200	4	47988369	47993590	+
gene:GLYMA_04G207300	4	47995686	47998770	+
gene:GLYMA_04G207400	4	48000601	48001726	-
gene:GLYMA_04G207500	4	48001946	48002323	-
gene:GLYMA_04G207600	4	48004466	48009472	-
gene:GLYMA_04G207700	4	48017397	48022072	+
gene:GLYMA_04G207800	4	48022983	48029673	-
gene:GLYMA_04G207900	4	48041004	48049336	+
gene:GLYMA_04G208000	4	48050139	48050967	+
gene:GLYMA_04G208100	4	48051525	48053638	-
gene:GLYMA_04G208200	4	48058057	48062515	+
gene:GLYMA_04G208300	4	48062588	48064505	-
gene:GLYMA_04G208400	4	48074197	48084695	+
gene:GLYMA_04G208500	4	48086351	48099956	+
gene:GLYMA_04G208600	4	48100720	48102242	-
gene:GLYMA_04G208700	4	48108198	48111003	+
gene:GLYMA_04G208800	4	48111343	48111948	-
gene:GLYMA_04G208900	4	48113726	48115196	-
gene:GLYMA_04G209000	4	48116782	48122644	-
gene:GLYMA_04G209100	4	48129358	48136444	+
gene:GLYMA_04G209200	4	48140323	48147119	+
gene:GLYMA_04G209300	4	48147329	48147663	+
gene:GLYMA_04G209400	4	48147674	48156760	-
gene:GLYMA_04G209500	4	48157845	48158837	+
gene:GLYMA_04G209600	4	48160270	48168508	-
gene:GLYMA_04G209700	4	48185330	48191759	+
gene:GLYMA_04G209800	4	48191782	48195530	-
gene:GLYMA_04G209900	4	48198064	48200839	-
gene:GLYMA_04G210000	4	48203086	48210323	+
gene:GLYMA_04G210100	4	48210753	48212746	-
gene:GLYMA_04G210200	4	48212411	48219304	+
gene:GLYMA_04G210300	4	48220684	48221786	-
gene:GLYMA_04G210400	4	48221285	48225861	+
gene:GLYMA_04G210500	4	48231915	48235462	+
gene:GLYMA_04G210600	4	48240950	48241802	+
gene:GLYMA_04G210700	4	48245337	48264741	+
gene:GLYMA_04G210800	4	48265587	48265817	+
gene:GLYMA_04G210900	4	48267978	48269734	+
gene:GLYMA_04G211000	4	48278137	48286711	-
gene:GLYMA_04G211100	4	48306928	48311632	+
gene:GLYMA_04G211200	4	48313559	48314173	+
gene:GLYMA_04G211300	4	48320108	48325935	-
gene:GLYMA_04G211400	4	48339666	48360817	+
gene:GLYMA_04G211500	4	48365041	48365754	-
gene:GLYMA_04G211600	4	48367935	48369320	-
gene:GLYMA_04G211700	4	48369472	48370240	+
gene:GLYMA_04G211800	4	48370951	48372873	-
gene:GLYMA_04G211900	4	48380836	48382078	-
gene:GLYMA_04G212000	4	48385598	48386859	+
gene:GLYMA_04G212100	4	48392024	48397241	+
gene:GLYMA_04G212200	4	48401212	48404706	+
gene:GLYMA_04G212300	4	48412295	48414270	+
gene:GLYMA_04G212400	4	48419674	48430039	-
gene:GLYMA_04G212500	4	48434810	48435667	+
gene:GLYMA_04G212600	4	48439163	48440819	-
gene:GLYMA_04G212700	4	48443068	48443548	-
gene:GLYMA_04G212800	4	48446448	48451806	-
gene:GLYMA_04G212900	4	48454676	48459849	-
gene:GLYMA_04G213000	4	48461074	48466899	-
gene:GLYMA_04G213100	4	48484951	48499360	+
gene:GLYMA_04G213200	4	48502928	48505560	+
gene:GLYMA_04G213300	4	48507283	48511705	-
gene:GLYMA_04G213400	4	48513247	48525737	-
gene:GLYMA_04G213500	4	48514350	48515005	+
gene:GLYMA_04G213600	4	48530951	48534230	+
gene:GLYMA_04G213700	4	48536437	48545613	+
gene:GLYMA_04G213800	4	48546809	48555800	+
gene:GLYMA_04G213900	4	48557854	48562020	+
gene:GLYMA_04G214000	4	48562544	48563584	+
gene:GLYMA_04G214100	4	48576391	48577122	-
gene:GLYMA_04G214200	4	48588304	48594946	-
gene:GLYMA_04G214300	4	48596626	48596877	-
gene:GLYMA_04G214400	4	48602815	48609917	-
gene:GLYMA_04G214500	4	48613361	48615584	-
gene:GLYMA_04G214600	4	48619337	48623398	-
gene:GLYMA_04G214700	4	48626352	48627410	+
gene:GLYMA_04G214800	4	48632436	48636860	-
gene:GLYMA_04G214900	4	48637824	48646602	-
gene:GLYMA_04G215000	4	48672908	48674463	-
gene:GLYMA_04G215100	4	48677078	48677311	+
gene:GLYMA_04G215200	4	48681964	48684415	-
gene:GLYMA_04G215300	4	48684978	48686151	-
gene:GLYMA_04G215400	4	48688261	48693679	+
gene:GLYMA_04G215500	4	48694419	48697465	-
gene:GLYMA_04G215600	4	48701074	48702754	+
gene:GLYMA_04G215700	4	48707155	48707403	-
gene:GLYMA_04G215800	4	48709057	48710808	+
gene:GLYMA_04G215900	4	48716390	48719287	+
gene:GLYMA_04G216000	4	48723069	48726518	-
gene:GLYMA_04G216100	4	48744088	48746549	+
gene:GLYMA_04G216200	4	48753988	48754120	+
gene:GLYMA_04G216300	4	48755829	48765086	-
gene:GLYMA_04G216400	4	48768602	48775357	+
gene:GLYMA_04G216500	4	48777421	48780716	+
gene:GLYMA_04G216600	4	48780717	48781618	+
gene:GLYMA_04G216700	4	48785741	48789087	-
gene:GLYMA_04G216800	4	48792779	48793320	+
gene:GLYMA_04G216900	4	48794382	48795464	-
gene:GLYMA_04G217000	4	48801992	48802902	+
gene:GLYMA_04G217100	4	48812226	48815886	-
gene:GLYMA_04G217200	4	48817713	48822393	-
gene:GLYMA_04G217300	4	48823237	48828677	+
gene:GLYMA_04G217400	4	48837704	48839294	+
gene:GLYMA_04G217500	4	48841385	48847304	-
gene:GLYMA_04G217600	4	48851542	48852147	-
gene:GLYMA_04G217700	4	48857536	48858535	+
gene:GLYMA_04G217800	4	48858984	48861908	-
gene:GLYMA_04G217900	4	48868844	48869116	+
gene:GLYMA_04G218000	4	48871062	48877539	-
gene:GLYMA_04G218100	4	48877897	48896556	+
gene:GLYMA_04G218200	4	48897828	48912428	+
gene:GLYMA_04G218300	4	48925710	48929953	+
gene:GLYMA_04G218400	4	48943733	48947023	-
gene:GLYMA_04G218500	4	48960485	48965008	+
gene:GLYMA_04G218600	4	48965633	48966651	+
gene:GLYMA_04G218700	4	48971482	48974198	+
gene:GLYMA_04G218800	4	48983482	48987050	-
gene:GLYMA_04G218900	4	48988289	48993597	-
gene:GLYMA_04G219000	4	48998884	49000787	+
gene:GLYMA_04G219100	4	49003018	49010311	-
gene:GLYMA_04G219200	4	49013618	49018766	+
gene:GLYMA_04G219300	4	49021725	49024586	+
gene:GLYMA_04G219400	4	49024887	49026662	-
gene:GLYMA_04G219500	4	49026923	49032455	-
gene:GLYMA_04G219600	4	49034643	49037446	-
gene:GLYMA_04G219700	4	49037770	49040612	+
gene:GLYMA_04G219800	4	49044526	49045020	+
gene:GLYMA_04G219900	4	49045256	49046626	-
gene:GLYMA_04G220000	4	49046744	49057899	-
gene:GLYMA_04G220100	4	49067747	49073479	+
gene:GLYMA_04G220200	4	49074910	49089281	+
gene:GLYMA_04G220300	4	49092981	49093657	-
gene:GLYMA_04G220400	4	49101965	49107931	+
gene:GLYMA_04G220500	4	49114695	49118736	+
gene:GLYMA_04G220600	4	49132782	49134702	-
gene:GLYMA_04G220700	4	49148044	49152388	-
gene:GLYMA_04G220800	4	49161047	49162843	+
gene:GLYMA_04G220900	4	49180330	49183817	+
gene:GLYMA_04G221000	4	49186641	49190879	-
gene:GLYMA_04G221100	4	49192788	49198028	+
gene:GLYMA_04G221200	4	49202501	49206709	+
gene:GLYMA_04G221300	4	49208595	49212350	+
gene:GLYMA_04G221400	4	49213914	49215871	+
gene:GLYMA_04G221500	4	49227870	49228730	+
gene:GLYMA_04G221600	4	49235038	49243654	+
gene:GLYMA_04G221700	4	49244594	49246018	+
gene:GLYMA_04G221800	4	49246734	49248414	-
gene:GLYMA_04G221900	4	49252476	49267612	-
gene:GLYMA_04G222000	4	49271692	49276529	+
gene:GLYMA_04G222100	4	49277565	49279348	-
gene:GLYMA_04G222200	4	49286808	49291377	-
gene:GLYMA_04G222300	4	49298265	49298861	+
gene:GLYMA_04G222400	4	49303783	49305819	-
gene:GLYMA_04G222500	4	49310469	49312147	+
gene:GLYMA_04G222600	4	49314138	49319561	-
gene:GLYMA_04G222700	4	49322523	49323359	+
gene:GLYMA_04G222800	4	49330559	49335247	-
gene:GLYMA_04G222900	4	49346042	49355018	+
gene:GLYMA_04G223000	4	49360589	49362941	+
gene:GLYMA_04G223100	4	49362773	49363844	-
gene:GLYMA_04G223200	4	49376908	49381247	+
gene:GLYMA_04G223300	4	49386207	49388885	-
gene:GLYMA_04G223400	4	49405841	49407814	+
gene:GLYMA_04G223500	4	49411690	49415117	+
gene:GLYMA_04G223600	4	49416255	49419257	-
gene:GLYMA_04G223700	4	49430785	49434147	+
gene:GLYMA_04G223800	4	49436871	49442423	-
gene:GLYMA_04G223900	4	49445400	49450262	-
gene:GLYMA_04G224000	4	49450286	49453082	-
gene:GLYMA_04G224100	4	49455751	49459874	+
gene:GLYMA_04G224200	4	49462011	49468770	+
gene:GLYMA_04G224300	4	49475221	49486553	+
gene:GLYMA_04G224400	4	49490788	49494778	-
gene:GLYMA_04G224500	4	49495246	49497228	+
gene:GLYMA_04G224600	4	49497346	49499167	-
gene:GLYMA_04G224700	4	49499203	49501251	-
gene:GLYMA_04G224800	4	49506363	49513383	-
gene:GLYMA_04G224900	4	49517979	49522505	+
gene:GLYMA_04G225000	4	49522770	49532602	+
gene:GLYMA_04G225100	4	49534073	49545563	-
gene:GLYMA_04G225200	4	49540766	49541184	+
gene:GLYMA_04G225300	4	49547382	49552588	+
gene:GLYMA_04G225400	4	49551692	49554455	-
gene:GLYMA_04G225500	4	49557380	49558150	+
gene:GLYMA_04G225600	4	49567728	49571853	-
gene:GLYMA_04G225700	4	49573820	49578207	+
gene:GLYMA_04G225800	4	49578509	49579589	-
gene:GLYMA_04G225900	4	49581543	49583712	-
gene:GLYMA_04G226000	4	49584148	49584619	-
gene:GLYMA_04G226100	4	49592686	49595208	+
gene:GLYMA_04G226200	4	49596884	49597513	-
gene:GLYMA_04G226300	4	49600643	49601601	+
gene:GLYMA_04G226400	4	49605208	49609566	+
gene:GLYMA_04G226500	4	49611192	49612359	-
gene:GLYMA_04G226600	4	49616823	49622106	-
gene:GLYMA_04G226700	4	49622796	49626214	-
gene:GLYMA_04G226800	4	49638820	49643549	-
gene:GLYMA_04G226900	4	49654795	49655973	+
gene:GLYMA_04G227000	4	49667687	49671925	+
gene:GLYMA_04G227100	4	49679148	49684463	+
gene:GLYMA_04G227200	4	49687017	49688810	+
gene:GLYMA_04G227300	4	49689243	49691002	-
gene:GLYMA_04G227400	4	49691703	49694295	-
gene:GLYMA_04G227500	4	49695231	49696669	-
gene:GLYMA_04G227600	4	49698614	49699974	-
gene:GLYMA_04G227700	4	49704300	49706536	+
gene:GLYMA_04G227800	4	49708072	49710597	+
gene:GLYMA_04G227900	4	49710953	49720447	-
gene:GLYMA_04G228000	4	49740916	49743341	+
gene:GLYMA_04G228100	4	49747035	49748439	+
gene:GLYMA_04G228200	4	49752983	49754236	-
gene:GLYMA_04G228300	4	49758187	49763339	-
gene:GLYMA_04G228400	4	49767422	49769526	+
gene:GLYMA_04G228500	4	49771171	49773418	-
gene:GLYMA_04G228600	4	49775531	49779452	-
gene:GLYMA_04G228700	4	49786565	49789500	+
gene:GLYMA_04G228800	4	49790077	49793605	-
gene:GLYMA_04G228900	4	49795892	49796421	-
gene:GLYMA_04G229000	4	49803121	49804721	+
gene:GLYMA_04G229100	4	49807441	49809161	-
gene:GLYMA_04G229200	4	49808666	49818047	+
gene:GLYMA_04G229300	4	49818649	49823989	+
gene:GLYMA_04G229400	4	49827121	49833329	+
gene:GLYMA_04G229500	4	49851616	49857408	+
gene:GLYMA_04G229600	4	49861988	49864522	-
gene:GLYMA_04G229700	4	49870297	49871511	+
gene:GLYMA_04G229800	4	49871550	49873562	-
gene:GLYMA_04G229900	4	49882443	49883357	+
gene:GLYMA_04G230000	4	49888539	49889469	+
gene:GLYMA_04G230100	4	49890888	49891610	-
gene:GLYMA_04G230200	4	49896060	49896570	-
gene:GLYMA_04G230300	4	49898784	49902336	+
gene:GLYMA_04G230400	4	49904558	49905312	-
gene:GLYMA_04G230500	4	49910857	49914086	+
gene:GLYMA_04G230600	4	49917245	49920832	-
gene:GLYMA_04G2307002	4	49935632	49936023	-
gene:GLYMA_04G2307001	4	49937594	49937784	-
gene:GLYMA_04G230800	4	49939825	49950917	-
gene:GLYMA_04G230900	4	49952246	49954538	+
gene:GLYMA_04G231000	4	49957123	49965959	+
gene:GLYMA_04G231100	4	49968718	49969023	-
gene:GLYMA_04G231200	4	49969215	49969316	-
gene:GLYMA_04G231300	4	49976604	49977572	-
gene:GLYMA_04G231400	4	49995056	49996912	+
gene:GLYMA_04G231500	4	50002193	50004996	-
gene:GLYMA_04G231600	4	50006772	50010053	+
gene:GLYMA_04G231700	4	50018839	50024056	+
gene:GLYMA_04G231800	4	50028672	50031727	-
gene:GLYMA_04G231900	4	50037276	50041451	-
gene:GLYMA_04G232000	4	50046540	50049996	+
gene:GLYMA_04G232100	4	50052437	50058196	+
gene:GLYMA_04G232200	4	50062043	50063863	+
gene:GLYMA_04G232300	4	50068219	50071995	+
gene:GLYMA_04G232400	4	50069703	50072463	-
gene:GLYMA_04G232500	4	50086146	50090493	+
gene:GLYMA_04G232600	4	50091248	50094226	-
gene:GLYMA_04G232700	4	50095510	50108498	-
gene:GLYMA_04G232800	4	50114932	50117133	+
gene:GLYMA_04G232900	4	50123423	50127425	+
gene:GLYMA_04G233000	4	50128322	50132964	-
gene:GLYMA_04G233100	4	50137189	50144283	-
gene:GLYMA_04G233200	4	50147977	50150429	+
gene:GLYMA_04G233300	4	50157612	50159526	-
gene:GLYMA_04G233400	4	50212108	50217170	+
gene:GLYMA_04G233500	4	50226785	50230474	+
gene:GLYMA_04G233600	4	50235717	50241022	+
gene:GLYMA_04G233700	4	50243517	50248136	+
gene:GLYMA_04G233800	4	50254307	50255776	+
gene:GLYMA_04G233900	4	50258396	50262398	-
gene:GLYMA_04G234000	4	50262561	50266689	-
gene:GLYMA_04G234100	4	50269820	50275222	+
gene:GLYMA_04G234200	4	50276261	50277101	-
gene:GLYMA_04G234300	4	50279349	50284635	+
gene:GLYMA_04G234400	4	50285732	50290102	+
gene:GLYMA_04G234500	4	50292521	50297654	-
gene:GLYMA_04G234600	4	50307197	50308864	+
gene:GLYMA_04G234700	4	50312127	50316513	-
gene:GLYMA_04G234800	4	50325274	50329762	-
gene:GLYMA_04G234900	4	50331710	50335924	-
gene:GLYMA_04G235000	4	50334807	50335013	+
gene:GLYMA_04G235100	4	50338901	50340680	-
gene:GLYMA_04G235200	4	50342758	50350965	-
gene:GLYMA_04G235300	4	50344231	50344619	+
gene:GLYMA_04G235400	4	50351428	50356151	-
gene:GLYMA_04G235500	4	50361699	50366933	+
gene:GLYMA_04G235600	4	50367877	50373374	+
gene:GLYMA_04G235700	4	50375864	50379558	+
gene:GLYMA_04G235800	4	50380641	50383543	-
gene:GLYMA_04G235900	4	50399037	50405315	+
gene:GLYMA_04G236000	4	50410442	50416226	+
gene:GLYMA_04G236100	4	50423788	50427961	+
gene:GLYMA_04G236200	4	50430735	50435003	-
gene:GLYMA_04G236300	4	50450851	50453291	+
gene:GLYMA_04G236400	4	50475557	50480817	+
gene:GLYMA_04G236500	4	50488204	50501364	+
gene:GLYMA_04G236600	4	50502908	50508787	-
gene:GLYMA_04G236700	4	50516783	50524806	+
gene:GLYMA_04G236800	4	50529339	50536474	-
gene:GLYMA_04G236900	4	50545152	50558367	+
gene:GLYMA_04G237000	4	50558410	50569485	+
gene:GLYMA_04G237100	4	50567769	50572137	-
gene:GLYMA_04G237200	4	50575918	50581998	-
gene:GLYMA_04G237300	4	50585504	50590764	+
gene:GLYMA_04G237400	4	50592120	50599985	-
gene:GLYMA_04G237500	4	50603966	50609125	+
gene:GLYMA_04G237600	4	50613451	50619006	+
gene:GLYMA_04G237700	4	50613938	50619659	+
gene:GLYMA_04G237800	4	50627709	50631159	+
gene:GLYMA_04G237900	4	50633442	50637326	+
gene:GLYMA_04G238000	4	50642507	50651746	-
gene:GLYMA_04G238100	4	50659124	50660431	-
gene:GLYMA_04G238200	4	50676686	50679525	-
gene:GLYMA_04G238300	4	50685047	50687687	+
gene:GLYMA_04G238400	4	50691884	50696671	-
gene:GLYMA_04G238500	4	50710044	50711197	+
gene:GLYMA_04G238600	4	50712939	50718236	-
gene:GLYMA_04G238700	4	50730955	50732677	-
gene:GLYMA_04G238800	4	50751602	50755121	-
gene:GLYMA_04G238900	4	50756531	50759169	+
gene:GLYMA_04G239000	4	50759639	50763824	-
gene:GLYMA_04G239100	4	50762604	50762777	-
gene:GLYMA_04G239200	4	50773216	50775923	+
gene:GLYMA_04G239300	4	50776561	50781301	-
gene:GLYMA_04G239400	4	50786570	50788048	-
gene:GLYMA_04G239500	4	50798222	50799509	+
gene:GLYMA_04G239600	4	50807398	50811016	-
gene:GLYMA_04G239700	4	50817544	50821752	+
gene:GLYMA_04G239800	4	50825869	50828847	-
gene:GLYMA_04G239900	4	50835626	50838044	+
gene:GLYMA_04G240000	4	50847496	50850449	+
gene:GLYMA_04G240100	4	50851805	50863863	+
gene:GLYMA_04G240200	4	50853103	50853781	+
gene:GLYMA_04G240300	4	50865501	50870729	-
gene:GLYMA_04G240400	4	50872815	50880400	-
gene:GLYMA_04G240500	4	50881960	50884739	+
gene:GLYMA_04G240600	4	50888194	50892609	+
gene:GLYMA_04G240700	4	50902096	50905467	+
gene:GLYMA_04G240800	4	50907255	50910253	-
gene:GLYMA_04G240900	4	50913003	50922594	-
gene:GLYMA_04G241000	4	50925288	50927671	+
gene:GLYMA_04G241100	4	50928399	50929115	-
gene:GLYMA_04G241200	4	50932443	50934020	-
gene:GLYMA_04G241300	4	50933363	50933719	+
gene:GLYMA_04G241400	4	50942182	50946873	+
gene:GLYMA_04G241500	4	50954069	50954922	-
gene:GLYMA_04G241600	4	50961858	50962545	-
gene:GLYMA_04G241700	4	50968067	50968826	-
gene:GLYMA_04G241800	4	50972505	50976814	-
gene:GLYMA_04G241900	4	50985622	50995714	+
gene:GLYMA_04G242000	4	50995715	50997648	-
gene:GLYMA_04G242100	4	51000785	51004632	-
gene:GLYMA_04G242200	4	51026128	51027901	+
gene:GLYMA_04G242300	4	51036444	51037599	+
gene:GLYMA_04G242400	4	51047187	51048582	+
gene:GLYMA_04G242500	4	51053048	51055757	-
gene:GLYMA_04G242600	4	51061622	51063798	+
gene:GLYMA_04G242700	4	51064446	51067082	-
gene:GLYMA_04G242800	4	51082446	51092615	-
gene:GLYMA_04G242900	4	51102865	51108087	-
gene:GLYMA_04G243000	4	51109236	51115203	-
gene:GLYMA_04G243100	4	51117315	51121543	+
gene:GLYMA_04G243200	4	51125698	51127590	-
gene:GLYMA_04G243300	4	51130372	51132408	-
gene:GLYMA_04G243400	4	51133020	51136370	-
gene:GLYMA_04G243500	4	51143554	51146104	+
gene:GLYMA_04G243600	4	51151089	51158549	+
gene:GLYMA_04G243700	4	51155473	51155682	+
gene:GLYMA_04G243800	4	51162080	51165168	-
gene:GLYMA_04G243900	4	51166719	51173105	+
gene:GLYMA_04G244000	4	51173910	51176678	-
gene:GLYMA_04G244100	4	51181180	51184604	-
gene:GLYMA_04G244200	4	51194870	51197262	-
gene:GLYMA_04G244300	4	51201634	51202611	-
gene:GLYMA_04G244400	4	51207920	51208658	-
gene:GLYMA_04G244500	4	51215420	51216028	+
gene:GLYMA_04G244600	4	51216455	51217002	+
gene:GLYMA_04G244700	4	51226076	51226408	-
gene:GLYMA_04G244800	4	51231502	51231922	+
gene:GLYMA_04G244900	4	51244008	51246671	+
gene:GLYMA_04G245000	4	51252132	51253086	-
gene:GLYMA_04G245100	4	51256986	51264943	-
gene:GLYMA_04G245200	4	51267784	51269501	-
gene:GLYMA_04G245300	4	51271332	51275452	-
gene:GLYMA_04G245400	4	51291526	51308941	-
gene:GLYMA_04G245500	4	51318160	51321343	-
gene:GLYMA_04G245600	4	51325936	51328000	-
gene:GLYMA_04G245700	4	51330420	51339567	+
gene:GLYMA_04G245800	4	51342485	51348969	+
gene:GLYMA_04G245900	4	51349549	51351453	-
gene:GLYMA_04G246000	4	51366633	51368249	-
gene:GLYMA_04G246100	4	51369674	51373531	+
gene:GLYMA_04G246200	4	51376290	51382034	+
gene:GLYMA_04G246300	4	51379586	51381847	-
gene:GLYMA_04G246400	4	51386520	51390305	-
gene:GLYMA_04G246500	4	51400695	51401141	+
gene:GLYMA_04G246600	4	51404342	51407511	-
gene:GLYMA_04G246700	4	51411520	51412271	+
gene:GLYMA_04G246800	4	51412365	51416958	+
gene:GLYMA_04G246900	4	51419477	51420550	+
gene:GLYMA_04G247000	4	51427416	51430676	-
gene:GLYMA_04G247100	4	51431996	51433065	+
gene:GLYMA_04G247200	4	51433232	51440743	-
gene:GLYMA_04G247300	4	51443103	51452510	-
gene:GLYMA_04G247400	4	51455402	51457792	-
gene:GLYMA_04G247500	4	51459703	51467432	-
gene:GLYMA_04G247600	4	51479861	51488022	+
gene:GLYMA_04G247700	4	51488820	51495114	-
gene:GLYMA_04G247800	4	51500820	51504612	+
gene:GLYMA_04G247900	4	51507805	51512243	-
gene:GLYMA_04G248000	4	51516552	51518327	-
gene:GLYMA_04G248100	4	51522929	51529094	-
