gene	age_class	ks_used	selection_class	w_used
KRH65679	Recent	0.1619	Purifying_selection	0.8998
KRH65680	Recent	0.0137	Neutral	1
KRH65681	Recent	0.0762	Neutral	1
KRH65682	Recent	0.8465	Purifying_selection	0.4445
KRH65683	Recent	0.2549	Neutral	1
KRH65685	Recent	0.0973	Purifying_selection	0.807
KRH65687	Recent	0.0989	Purifying_selection	0.807
KRH65692	Recent	0.2651	Purifying_selection	0.1114
KRH65695	Recent	0.0072	Purifying_selection	0.2525
KRH65696	Recent	0.1704	Purifying_selection	0.7448
KRH65697	Recent	0.3962	Purifying_selection	0.2822
KRH65699	Recent	0.1536	Purifying_selection	0.0838
KRH65704	Recent	0.5415	Purifying_selection	0.7841
KRH65705	Recent	0.1249	Purifying_selection	0.7797
KRH65706	Recent	0.1849	Purifying_selection	0.3469
KRH65707	Recent	0.3632	Purifying_selection	0.6774
KRH65708	Recent	0.4352	Purifying_selection	0.2994
KRH65709	Recent	0.1367	Purifying_selection	0.3044
KRH65710	Recent	0.5218	Purifying_selection	0.5059
KRH65713	Recent	1.5215	Purifying_selection	0.1809
KRH65714	Recent	0.0936	Purifying_selection	0.674
KRH65715	Recent	0.1334	Purifying_selection	0.1918
KRH65716	Recent	0.1573	Purifying_selection	0.3436
KRH65718	Recent	0.1718	Purifying_selection	0.1743
KRH65720	Recent	0.6616	Purifying_selection	0.4166
KRH65721	Recent	0.0985	Purifying_selection	0.318
KRH65723	Recent	0.1702	Purifying_selection	0.7559
KRH65724	Recent	0.1664	Purifying_selection	0.3631
KRH65726	Recent	0.0074	Purifying_selection	0.3029
KRH65727	Recent	0.0208	Purifying_selection	0.4699
KRH65728	Recent	0.1901	Purifying_selection	0.5547
KRH65729	Recent	0.3188	Purifying_selection	0.2563
KRH65730	Recent	0.0835	Purifying_selection	0.4482
KRH65731	Recent	0.1022	Purifying_selection	0.4682
KRH65735	Recent	0.0782	Purifying_selection	0.1019
KRH65739	Recent	0.2119	Purifying_selection	0.3464
KRH65743	Recent	0.3986	Purifying_selection	0.553
KRH65744	Recent	0.1432	Purifying_selection	0.3032
KRH65748	Recent	0.0303	Purifying_selection	0.9747
KRH65749	Recent	0.0731	Purifying_selection	0.7219
KRH65750	Recent	0.0909	Purifying_selection	0.7579
KRH65751	Recent	0.0394	Neutral	1
KRH65753	Recent	0.1555	Purifying_selection	0.7358
KRH65754	Recent	0.0035	Neutral	1
KRH65755	Recent	0.1243	Purifying_selection	0.719
KRH65756	Recent	0.1243	Purifying_selection	0.719
KRH65758	Recent	0.1281	Purifying_selection	0.2988
KRH65759	Recent	0.5719	Purifying_selection	0.2407
KRH65766	Recent	0.0908	Purifying_selection	0.6051
KRH65773	Recent	0.0804	Purifying_selection	0.3632
KRH65776	Recent	0.3209	Purifying_selection	0.1439
KRH65777	Recent	0.1738	Purifying_selection	0.7279
KRH65778	Recent	0.0446	Neutral	1
KRH65779	Recent	1.6372	Purifying_selection	0.405
KRH65780	Recent	0.0081	Neutral	1
KRH65782	Recent	0.3411	Purifying_selection	0.5725
KRH65783	Recent	0.5402	Purifying_selection	0.6812
KRH65785	Recent	0.4252	Purifying_selection	0.6622
KRH65788	Recent	0.1597	Purifying_selection	0.5876
KRH65789	Recent	0.2617	Purifying_selection	0.6149
KRH65790	Recent	0.0185	Neutral	1
KRH65791	Recent	0.0059	Neutral	1
KRH65793	Recent	0.0211	Neutral	1
KRH65794	Recent	0.0298	Neutral	1
KRH65795	Recent	0.0111	Neutral	1
KRH65796	Recent	0.0591	Neutral	1
KRH65797	Recent	0.0131	Neutral	1
KRH65798	Recent	0.0185	Neutral	1
KRH65799	Recent	0.0272	Neutral	1
KRH65800	Recent	0.2621	Purifying_selection	0.6675
KRH65802	Recent	0.0125	Neutral	1
KRH65804	Recent	0.4089	Purifying_selection	0.4759
KRH65806	Recent	0.0358	Purifying_selection	0.7172
KRH65807	Recent	0.6252	Purifying_selection	0.5112
KRH65808	Recent	0.0059	Neutral	1
KRH65810	Recent	0.0438	Neutral	1
KRH65811	Recent	0.1591	Purifying_selection	0.2141
KRH65812	Recent	0.1578	Purifying_selection	0.7301
KRH65813	Recent	0.2123	Purifying_selection	0.3004
KRH65814	Recent	0.3867	Purifying_selection	0.4952
KRH65815	Recent	0.0853	Purifying_selection	0.2764
KRH65816	Recent	0.4194	Purifying_selection	0.3451
KRH65819	Recent	0.2091	Purifying_selection	0.3113
KRH65821	Recent	0.0395	Neutral	1
KRH65824	Recent	0.1058	Purifying_selection	0.3357
KRH65825	Recent	0.0678	Purifying_selection	0.8294
KRH65827	Recent	0.1086	Purifying_selection	0.9051
KRH65828	Recent	0.7389	Purifying_selection	0.5594
KRH65829	Recent	0.0911	Purifying_selection	0.6877
KRH65831	Recent	0.7249	Purifying_selection	0.5621
KRH65832	Recent	0.1688	Purifying_selection	0.2508
KRH65833	Recent	0.1917	Purifying_selection	0.5442
KRH65835	Recent	0.0893	Purifying_selection	0.4508
KRH65836	Recent	0.8959	Purifying_selection	0.6118
KRH65837	Recent	0.2947	Purifying_selection	0.4451
KRH65839	Recent	0.7258	Purifying_selection	0.2045
KRH65840	Recent	0.1266	Purifying_selection	0.7039
KRH65841	Recent	0.0201	Purifying_selection	0.6457
KRH65844	Recent	0.3928	Purifying_selection	0.5231
KRH65845	Recent	0.0587	Purifying_selection	0.2676
KRH65850	Recent	0.5089	Purifying_selection	0.1979
KRH65852	Recent	0.2664	Purifying_selection	0.8714
KRH65854	Recent	1.1992	Purifying_selection	0.2014
KRH65857	Recent	0.117	Purifying_selection	0.4047
KRH65858	Recent	0.1877	Purifying_selection	0.409
KRH65859	Recent	0.1917	Purifying_selection	0.8793
KRH65860	Recent	0.1755	Neutral	1
KRH65862	Recent	0.2749	Purifying_selection	0.3538
KRH65867	Recent	0.1614	Purifying_selection	0.385
KRH65868	Recent	0.2286	Purifying_selection	0.6964
KRH65869	Recent	0.0492	Neutral	1
KRH65872	Recent	0.463	Purifying_selection	0.6723
KRH65873	Recent	0.101	Purifying_selection	0.4497
KRH65875	Recent	0.2322	Purifying_selection	0.2776
KRH65878	Recent	1.2675	Purifying_selection	0.1471
KRH65882	Recent	0.015	Neutral	1
KRH65883	Recent	0.0339	Purifying_selection	0.9804
KRH65884	Recent	0.1094	Purifying_selection	0.482
KRH65885	Recent	0.113	Purifying_selection	0.1913
KRH65886	Recent	0.0713	Purifying_selection	0.058
KRH65888	Recent	0.1192	Purifying_selection	0.0513
KRH65890	Recent	0.571	Purifying_selection	0.5004
KRH65891	Recent	0.5079	Purifying_selection	0.528
KRH65892	Recent	0.0818	Purifying_selection	0.7464
KRH65893	Recent	0.131	Purifying_selection	0.482
KRH65894	Recent	0.0712	Purifying_selection	0.6665
KRH65895	Recent	0.148	Purifying_selection	0.7896
KRH65897	Recent	0.092	Purifying_selection	0.1586
KRH65900	Recent	0.1438	Purifying_selection	0.1332
KRH65907	Recent	0.1159	Purifying_selection	0.1842
KRH65913	Recent	0.0369	Neutral	1
KRH65914	Recent	0.1728	Neutral	1
KRH65915	Recent	0.1721	Purifying_selection	0.2363
KRH65916	Recent	0.1084	Purifying_selection	0.1124
KRH65918	Recent	1.0078	Purifying_selection	0.2201
KRH65920	Recent	0.1308	Purifying_selection	0.2734
KRH65922	Recent	0.1722	Purifying_selection	0.4672
KRH65924	Recent	0.1075	Purifying_selection	0.314
KRH65929	Recent	0.5054	Purifying_selection	0.2327
KRH65931	Recent	0.1311	Purifying_selection	0.1711
KRH65932	Recent	0.1043	Purifying_selection	0.653
KRH65933	Recent	0.049	Purifying_selection	0.6787
KRH65934	Recent	0.1602	Neutral	1
KRH65935	Recent	0.2457	Purifying_selection	0.3392
KRH65936	Recent	0.2816	Neutral	1
KRH65939	Recent	0.1311	Purifying_selection	0.5121
KRH65944	Recent	0.3133	Purifying_selection	0.0793
KRH65945	Recent	0.0077	Purifying_selection	0.4453
KRH65946	Recent	0.0077	Purifying_selection	0.4453
KRH65947	Recent	1.4681	Purifying_selection	0.4277
KRH65948	Recent	0.1023	Purifying_selection	0.3411
KRH65951	Recent	0.4636	Purifying_selection	0.5805
KRH65952	Recent	0.0498	Neutral	1
KRH65953	Recent	0.0039	Neutral	1
KRH65954	Recent	0.0082	Neutral	1
KRH65955	Recent	0.1186	Purifying_selection	0.5168
KRH65956	Recent	0.0363	Purifying_selection	0.8954
KRH65957	Recent	0.2275	Purifying_selection	0.8423
KRH65958	Recent	0.1347	Purifying_selection	0.56
KRH65959	Recent	0.1191	Purifying_selection	0.424
KRH65961	Recent	0.0876	Purifying_selection	0.086
KRH65964	Recent	0.6131	Purifying_selection	0.5353
KRH65967	Recent	0.2695	Purifying_selection	0.4627
KRH65969	Recent	0.1693	Purifying_selection	0.3484
KRH65970	Recent	0.0712	Neutral	1
KRH65971	Recent	0.1183	Purifying_selection	0.763
KRH65972	Recent	0.7343	Purifying_selection	0.4046
KRH65973	Recent	0.1029	Purifying_selection	0.3964
KRH65974	Recent	0.2288	Purifying_selection	0.9151
KRH65975	Recent	0.3014	Purifying_selection	0.65
KRH65976	Recent	0.107	Purifying_selection	0.3997
KRH65977	Recent	0.2241	Purifying_selection	0.0666
KRH65978	Recent	0.0129	Neutral	1
KRH65979	Recent	0.2903	Purifying_selection	0.1499
KRH65980	Recent	0.1676	Purifying_selection	0.6277
KRH65986	Recent	0.1536	Purifying_selection	0.3084
KRH65987	Recent	0.1347	Purifying_selection	0.2452
KRH65988	Recent	0.2725	Purifying_selection	0.4831
KRH65990	Recent	0.2939	Neutral	1
KRH65991	Recent	0.2691	Neutral	1
KRH65992	Recent	0.312	Purifying_selection	0.5374
KRH65993	Recent	1.7365	Purifying_selection	0.2297
KRH65996	Recent	0.0634	Purifying_selection	0.394
KRH65997	Recent	0.4143	Purifying_selection	0.1768
KRH65998	Recent	0.3962	Purifying_selection	0.7051
KRH65999	Recent	0.15	Purifying_selection	0.1768
KRH66000	Recent	0.1304	Purifying_selection	0.2661
KRH66001	Recent	0.0562	Purifying_selection	0.2468
KRH66003	Recent	0.1492	Purifying_selection	0.2829
KRH66007	Recent	0.0928	Purifying_selection	0.2453
KRH66008	Recent	0.0408	Neutral	1
KRH66010	Recent	0.0736	Purifying_selection	0.3037
KRH66011	Recent	0.1496	Purifying_selection	0.4384
KRH66012	Recent	0.0129	Neutral	1
KRH66013	Recent	0.0859	Purifying_selection	0.1659
KRH66018	Recent	0.0858	Purifying_selection	0.205
KRH66019	Recent	1.775	Purifying_selection	0.4009
KRH66020	Recent	0.1513	Purifying_selection	0.1016
KRH66021	Recent	0.1736	Purifying_selection	0.1569
KRH66022	Recent	0.7523	Purifying_selection	0.2807
KRH66023	Recent	0.2212	Purifying_selection	0.5844
KRH66024	Recent	0.2543	Purifying_selection	0.8098
KRH66025	Recent	0.3072	Purifying_selection	0.2619
KRH66026	Recent	0.1609	Purifying_selection	0.5844
KRH66027	Recent	0.3072	Purifying_selection	0.2619
KRH66028	Recent	0.1468	Purifying_selection	0.2894
KRH66029	Recent	0.1166	Purifying_selection	0.4071
KRH66031	Recent	1.0338	Neutral	1
KRH66032	Recent	0.3445	Purifying_selection	0.1606
KRH66033	Recent	0.1138	Purifying_selection	0.1718
KRH66034	Recent	0.0967	Purifying_selection	0.2889
KRH66035	Recent	0.4057	Purifying_selection	0.6188
KRH66036	Recent	0.1973	Purifying_selection	0.2462
KRH66037	Recent	0.1896	Purifying_selection	0.2591
KRH66038	Recent	0.0196	Neutral	1
KRH66039	Recent	0.02	Purifying_selection	0.4461
KRH66040	Recent	0.0443	Neutral	1
KRH66041	Recent	0.004	Neutral	1
KRH66042	Recent	0.1739	Purifying_selection	0.341
KRH66046	Recent	0.1499	Purifying_selection	0.3291
KRH66047	Recent	1.4989	Purifying_selection	0.3503
KRH66050	Recent	0.064	Purifying_selection	0.6047
KRH66051	Recent	0.1605	Purifying_selection	0.5107
KRH66052	Recent	0.2359	Purifying_selection	0.8379
KRH66053	Recent	0.1196	Purifying_selection	0.3478
KRH66055	Recent	0.14	Purifying_selection	0.5244
KRH66057	Recent	0.079	Purifying_selection	0.355
KRH66060	Recent	0.0109	Neutral	1
KRH66064	Recent	0.1577	Purifying_selection	0.1938
KRH66068	Recent	0.5648	Purifying_selection	0.2093
KRH66069	Recent	1.3657	Purifying_selection	0.4506
KRH66070	Recent	0.3227	Purifying_selection	0.4001
KRH66071	Recent	0.0866	Purifying_selection	0.8633
KRH66072	Recent	0.0532	Purifying_selection	0.6208
KRH66073	Recent	0.1188	Purifying_selection	0.7569
KRH66078	Recent	0.1092	Purifying_selection	0.3545
KRH66084	Recent	0.3445	Purifying_selection	0.106
KRH66087	Recent	0.17	Purifying_selection	0.4438
KRH66088	Recent	0.094	Purifying_selection	0.2999
KRH66091	Recent	0.1825	Purifying_selection	0.2825
KRH66092	Recent	0.1264	Purifying_selection	0.3754
KRH66094	Recent	0.098	Purifying_selection	0.5002
KRH66095	Recent	0.9903	Purifying_selection	0.3909
KRH66097	Recent	1.2557	Purifying_selection	0.1579
KRH66098	Recent	0.4682	Purifying_selection	0.4473
KRH66101	Recent	0.3999	Purifying_selection	0.6202
KRH66102	Recent	1.1095	Purifying_selection	0.1996
KRH66103	Recent	0.1373	Purifying_selection	0.4539
KRH66104	Recent	0.1609	Purifying_selection	0.3549
KRH66105	Recent	0.1118	Purifying_selection	0.1716
KRH66106	Recent	0.1201	Purifying_selection	0.4195
KRH66109	Recent	0.085	Purifying_selection	0.6237
KRH66110	Recent	0.082	Purifying_selection	0.8339
KRH66111	Recent	0.2941	Purifying_selection	0.841
KRH66113	Recent	0.7854	Purifying_selection	0.6923
KRH66114	Recent	0.1649	Purifying_selection	0.8237
KRH66115	Recent	0.0286	Purifying_selection	0.889
KRH66117	Recent	0.2066	Purifying_selection	0.337
KRH66118	Recent	0.1689	Purifying_selection	0.3995
KRH66123	Recent	0.1532	Purifying_selection	0.433
KRH66124	Recent	0.0702	Purifying_selection	0.8834
KRH66125	Recent	0.0691	Positive_selection	1.6274
KRH66126	Recent	0.2572	Purifying_selection	0.5128
KRH66127	Recent	0.3806	Purifying_selection	0.4156
KRH66128	Recent	1.4675	Purifying_selection	0.4059
KRH66129	Recent	0.5046	Purifying_selection	0.4855
KRH66130	Recent	0.322	Purifying_selection	0.2772
KRH66131	Recent	0.2051	Purifying_selection	0.3217
KRH66132	Recent	0.0743	Purifying_selection	0.6014
KRH66133	Recent	0.2193	Purifying_selection	0.3249
KRH66134	Recent	0.3276	Neutral	1
KRH66136	Recent	0.2051	Purifying_selection	0.3274
KRH66137	Recent	0.0149	Neutral	1
KRH66139	Recent	0.052	Purifying_selection	0.6677
KRH66142	Recent	0.1075	Purifying_selection	0.283
KRH66147	Recent	0.1415	Purifying_selection	0.2278
KRH66149	Recent	0.0791	Purifying_selection	0.3863
KRH66151	Recent	0.1406	Purifying_selection	0.2954
KRH66152	Recent	0.5752	Purifying_selection	0.4874
KRH66153	Recent	0.1278	Purifying_selection	0.1185
KRH66155	Recent	0.108	Positive_selection	1.1046
KRH66156	Recent	0.117	Purifying_selection	0.2247
KRH66157	Recent	0.3625	Purifying_selection	0.7471
KRH66158	Recent	0.0772	Purifying_selection	0.4694
KRH66159	Recent	0.2059	Purifying_selection	0.5186
KRH66163	Recent	0.7664	Purifying_selection	0.3313
KRH66164	Recent	0.1539	Purifying_selection	0.8853
KRH66165	Recent	0.5223	Purifying_selection	0.6381
KRH66166	Recent	0.2916	Purifying_selection	0.7438
KRH66170	Recent	0.0866	Purifying_selection	0.7541
KRH66171	Recent	0.1532	Purifying_selection	0.5586
KRH66172	Recent	0.0866	Purifying_selection	0.7438
KRH66173	Recent	0.0092	Neutral	1
KRH66174	Recent	0.2678	Purifying_selection	0.8045
KRH66178	Recent	0.2568	Purifying_selection	0.7093
KRH66180	Recent	0.5321	Purifying_selection	0.4386
KRH66182	Recent	0.1282	Purifying_selection	0.3919
KRH66183	Recent	0.0701	Purifying_selection	0.3439
KRH66186	Recent	0.2481	Purifying_selection	0.418
KRH66187	Recent	0.273	Purifying_selection	0.3826
KRH66188	Recent	0.0766	Purifying_selection	0.3093
KRH66189	Recent	0.134	Purifying_selection	0.2299
KRH66190	Recent	0.2604	Purifying_selection	0.4798
KRH66191	Recent	0.158	Purifying_selection	0.2736
KRH66193	Recent	0.2126	Purifying_selection	0.3581
KRH66194	Recent	0.2796	Neutral	1
KRH66195	Recent	0.0842	Purifying_selection	0.2952
KRH66196	Recent	0.1228	Purifying_selection	0.3076
KRH66197	Recent	0.3692	Purifying_selection	0.2693
KRH66198	Recent	1.5867	Purifying_selection	0.2735
KRH66199	Recent	0.1228	Purifying_selection	0.229
KRH66204	Recent	0.1004	Purifying_selection	0.2629
KRH66206	Recent	0.0019	Neutral	1
KRH66207	Recent	0.026	Positive_selection	1.1078
KRH66208	Recent	0.1366	Purifying_selection	0.5511
KRH66209	Recent	0.0019	Neutral	1
KRH66210	Recent	0.026	Positive_selection	1.1078
KRH66211	Recent	0.405	Purifying_selection	0.5039
KRH66212	Recent	0.2125	Purifying_selection	0.9824
KRH66214	Recent	0.0942	Purifying_selection	0.2865
KRH66215	Recent	0.9382	Purifying_selection	0.2499
KRH66217	Recent	0.7367	Purifying_selection	0.308
KRH66218	Recent	0.3111	Purifying_selection	0.5972
KRH66219	Recent	0.2543	Purifying_selection	0.8658
KRH66221	Old	2.4774	Purifying_selection	0.2243
KRH66224	Old	3.9256	Purifying_selection	0.1782
KRH66225	Recent	0.2811	Purifying_selection	0.2959
KRH66226	Recent	0.1106	Purifying_selection	0.1278
KRH66232	Recent	0.0978	Purifying_selection	0.8805
KRH66233	Recent	0.3831	Purifying_selection	0.7654
KRH66234	Recent	0.1561	Neutral	1
KRH66235	Recent	0.0864	Purifying_selection	0.5617
KRH66238	Recent	0.0868	Purifying_selection	0.4295
KRH66240	Recent	0.5579	Purifying_selection	0.2356
KRH66241	Recent	0.1201	Purifying_selection	0.6622
KRH66242	Recent	0.121	Purifying_selection	0.2971
KRH66243	Recent	0.0381	Purifying_selection	0.8543
KRH66244	Recent	0.1415	Purifying_selection	0.3113
KRH66246	Recent	0.1376	Neutral	1
KRH66248	Recent	1.3989	Purifying_selection	0.5534
KRH66249	Recent	0.1049	Purifying_selection	0.2065
KRH66251	Old	2.6274	Purifying_selection	0.3289
KRH66252	Recent	0.367	Purifying_selection	0.9359
KRH66253	Recent	0.0272	Neutral	1
KRH66254	Recent	0.3201	Neutral	1
KRH66255	Recent	0.1766	Purifying_selection	0.4136
KRH66256	Recent	0.1087	Purifying_selection	0.5244
KRH66263	Recent	1.0544	Purifying_selection	0.3537
KRH66264	Recent	0.2892	Purifying_selection	0.4679
KRH66265	Recent	0.1659	Purifying_selection	0.2788
KRH66266	Recent	0.1015	Purifying_selection	0.9105
KRH66267	Recent	0.0708	Purifying_selection	0.6536
KRH66268	Recent	0.0245	Neutral	1
KRH66270	Recent	0.3861	Purifying_selection	0.6827
KRH66271	Recent	0.1183	Purifying_selection	0.5227
KRH66272	Recent	0.2463	Purifying_selection	0.6269
KRH66273	Recent	0.0047	Purifying_selection	0.5872
KRH66274	Recent	0.0028	Neutral	1
KRH66275	Recent	0.1427	Purifying_selection	0.5583
KRH66276	Recent	0.0047	Purifying_selection	0.9003
KRH66277	Recent	0.0028	Neutral	1
KRH66278	Recent	0.0714	Purifying_selection	0.7222
KRH66280	Recent	0.3842	Purifying_selection	0.1629
KRH66282	Recent	0.1286	Purifying_selection	0.173
KRH66284	Recent	0.1262	Purifying_selection	0.2625
KRH66285	Recent	0.3236	Purifying_selection	0.4773
KRH66286	Recent	0.0723	Purifying_selection	0.7194
KRH66287	Recent	0.0862	Purifying_selection	0.9717
KRH66292	Recent	0.1322	Purifying_selection	0.4826
KRH66297	Recent	0.0741	Purifying_selection	0.4414
KRH66302	Recent	0.0278	Purifying_selection	0.4893
KRH66304	Recent	0.3981	Positive_selection	1.0151
KRH66305	Recent	0.378	Purifying_selection	0.6817
KRH66306	Recent	0.3111	Purifying_selection	0.3927
KRH66307	Recent	0.1071	Purifying_selection	0.1439
KRH66309	Recent	1.8632	Purifying_selection	0.2248
KRH66310	Recent	0.086	Purifying_selection	0.2915
KRH66312	Recent	0.0735	Neutral	1
KRH66313	Recent	0.3741	Purifying_selection	0.6346
KRH66315	Recent	0.029	Purifying_selection	0.6873
KRH66316	Recent	0.0685	Purifying_selection	0.9006
KRH66317	Recent	0.2626	Purifying_selection	0.9006
KRH66318	Recent	0.4576	Purifying_selection	0.695
KRH66319	Recent	0.2563	Purifying_selection	0.337
KRH66320	Recent	1.4572	Purifying_selection	0.2524
KRH66321	Recent	0.2563	Purifying_selection	0.4262
KRH66322	Recent	0.3925	Purifying_selection	0.5219
KRH66323	Recent	0.942	Purifying_selection	0.3856
KRH66324	Recent	0.1973	Purifying_selection	0.681
KRH66325	Recent	0.2272	Purifying_selection	0.5455
KRH66326	Recent	0.0998	Purifying_selection	0.8036
KRH66327	Old	3.7157	Purifying_selection	0.1243
KRH66331	Recent	0.1205	Purifying_selection	0.3158
KRH66333	Recent	0.0616	Purifying_selection	0.3103
KRH66334	Recent	0.6993	Purifying_selection	0.4744
KRH66335	Recent	0.0634	Purifying_selection	0.4564
KRH66336	Recent	0.1051	Purifying_selection	0.3073
KRH66337	Recent	0.0698	Purifying_selection	0.2181
KRH66340	Recent	0.1857	Purifying_selection	0.3644
KRH66341	Recent	0.0199	Neutral	1
KRH66342	Recent	1.0047	Purifying_selection	0.5855
KRH66343	Recent	1.6194	Purifying_selection	0.4077
KRH66344	Recent	0.329	Purifying_selection	0.7542
KRH66346	Recent	0.0812	Purifying_selection	0.5587
KRH66354	Recent	0.0664	Purifying_selection	0.1948
KRH66359	Recent	0.1314	Purifying_selection	0.2849
KRH66360	Recent	0.3939	Purifying_selection	0.6775
KRH66361	Recent	0.1419	Purifying_selection	0.5037
KRH66362	Recent	0.1419	Purifying_selection	0.5037
KRH66363	Recent	0.1946	Purifying_selection	0.6011
KRH66364	Recent	0.2623	Purifying_selection	0.6744
KRH66365	Recent	0.0981	Purifying_selection	0.9113
KRH66366	Recent	0.1346	Purifying_selection	0.2218
KRH66368	Recent	0.3997	Purifying_selection	0.2619
KRH66370	Recent	0.1328	Purifying_selection	0.606
KRH66371	Recent	0.4946	Purifying_selection	0.3811
KRH66373	Recent	0.1852	Purifying_selection	0.736
KRH66374	Recent	0.1349	Purifying_selection	0.5569
KRH66378	Recent	0.0597	Purifying_selection	0.4709
KRH66379	Recent	1.8964	Purifying_selection	0.1868
KRH66383	Recent	0.116	Purifying_selection	0.0856
KRH66384	Recent	0.0984	Purifying_selection	0.1539
KRH66385	Old	3.4301	Purifying_selection	0.0752
KRH66386	Recent	0.1185	Purifying_selection	0.5751
KRH66389	Recent	0.1546	Purifying_selection	0.3326
KRH66391	Recent	0.1128	Purifying_selection	0.2554
KRH66392	Recent	0.1002	Purifying_selection	0.1366
KRH66394	Recent	0.5304	Purifying_selection	0.3732
KRH66395	Recent	0.2316	Purifying_selection	0.319
KRH66396	Recent	0.1199	Purifying_selection	0.1822
KRH66397	Recent	0.1217	Purifying_selection	0.3229
KRH66398	Recent	0.1766	Purifying_selection	0.5078
KRH66399	Recent	0.1882	Purifying_selection	0.5367
KRH66400	Recent	0.971	Purifying_selection	0.2813
KRH66401	Recent	0.0796	Purifying_selection	0.1707
KRH66402	Recent	0.2004	Purifying_selection	0.5026
KRH66404	Recent	0.3227	Purifying_selection	0.4406
KRH66405	Recent	0.3366	Purifying_selection	0.5026
KRH66406	Recent	0.0548	Purifying_selection	0.8993
KRH66407	Recent	0.1052	Purifying_selection	0.5135
KRH66414	Recent	1.9905	Purifying_selection	0.2046
KRH66417	Recent	0.1006	Purifying_selection	0.2407
KRH66418	Recent	0.07	Purifying_selection	0.3319
KRH66419	Recent	0.1263	Purifying_selection	0.2837
KRH66424	Recent	0.1629	Purifying_selection	0.5552
KRH66425	Recent	0.1062	Purifying_selection	0.5896
KRH66429	Recent	0.1699	Purifying_selection	0.4772
KRH66430	Recent	0.0593	Purifying_selection	0.454
KRH66431	Recent	0.0287	Purifying_selection	0.4896
KRH66433	Recent	0.0325	Purifying_selection	0.5446
KRH66434	Recent	0.2578	Purifying_selection	0.6355
KRH66435	Recent	0.1338	Purifying_selection	0.1993
KRH66436	Recent	0.0915	Purifying_selection	0.3885
KRH66437	Recent	0.1614	Purifying_selection	0.517
KRH66438	Recent	0.0322	Purifying_selection	0.7845
KRH66439	Recent	0.058	Purifying_selection	0.7746
KRH66440	Recent	0.1172	Purifying_selection	0.2804
KRH66443	Recent	0.1224	Purifying_selection	0.1484
KRH66444	Recent	0.7316	Purifying_selection	0.484
KRH66445	Recent	0.5073	Neutral	1
KRH66446	Recent	0.159	Purifying_selection	0.2438
KRH66447	Recent	0.0787	Purifying_selection	0.7639
KRH66448	Recent	0.0823	Purifying_selection	0.4096
KRH66449	Recent	0.2975	Purifying_selection	0.3402
KRH66450	Recent	0.119	Purifying_selection	0.1867
KRH66451	Recent	0.1755	Purifying_selection	0.3724
KRH66454	Recent	0.1115	Purifying_selection	0.3487
KRH66457	Recent	0.3912	Purifying_selection	0.4721
KRH66466	Recent	0.9044	Purifying_selection	0.3008
KRH66467	Recent	0.0561	Neutral	1
KRH66468	Recent	0.246	Purifying_selection	0.2847
KRH66469	Recent	0.141	Purifying_selection	0.2246
KRH66470	Recent	0.7458	Purifying_selection	0.3974
KRH66472	Recent	0.1013	Purifying_selection	0.1537
KRH66473	Old	3.1708	Purifying_selection	0.1594
KRH66475	Recent	0.1196	Purifying_selection	0.575
KRH66476	Recent	0.5459	Purifying_selection	0.1241
KRH66480	Recent	0.1054	Purifying_selection	0.4577
KRH66481	Recent	0.1538	Purifying_selection	0.5185
KRH66485	Recent	0.1689	Purifying_selection	0.1908
KRH66486	Recent	0.4164	Purifying_selection	0.6833
KRH66487	Recent	0.0083	Neutral	1
KRH66489	Recent	0.3926	Purifying_selection	0.3964
KRH66490	Recent	0.1274	Purifying_selection	0.255
KRH66493	Recent	0.2022	Purifying_selection	0.2461
KRH66494	Recent	0.1852	Purifying_selection	0.2424
KRH66495	Recent	0.0691	Purifying_selection	0.9603
KRH66499	Recent	0.0227	Neutral	1
KRH66500	Recent	0.127	Purifying_selection	0.4686
KRH66504	Recent	1.5044	Purifying_selection	0.2515
KRH66506	Recent	0.4245	Purifying_selection	0.6275
KRH66507	Recent	0.3579	Purifying_selection	0.6469
KRH66508	Recent	0.0227	Neutral	1
KRH66509	Recent	1.3058	Purifying_selection	0.7206
KRH66510	Recent	0.118	Purifying_selection	0.1526
KRH66512	Recent	0.814	Purifying_selection	0.2244
KRH66513	Recent	0.1041	Purifying_selection	0.6735
KRH66520	Recent	0.0293	Purifying_selection	0.7787
KRH66521	Recent	0.3026	Purifying_selection	0.5649
KRH66522	Recent	0.4052	Purifying_selection	0.5935
KRH66523	Recent	0.2327	Purifying_selection	0.9448
KRH66524	Recent	1.5074	Purifying_selection	0.3984
KRH66525	Recent	0.9494	Purifying_selection	0.518
KRH66526	Recent	0.5698	Purifying_selection	0.7165
KRH66527	Recent	0.1545	Neutral	1
KRH66528	Recent	0.1478	Neutral	1
KRH66529	Recent	0.859	Purifying_selection	0.5438
KRH66530	Recent	0.307	Purifying_selection	0.7348
KRH66531	Recent	0.7815	Purifying_selection	0.6119
KRH66532	Recent	0.215	Purifying_selection	0.5006
KRH66533	Recent	0.2963	Purifying_selection	0.5126
KRH66534	Recent	1.5011	Purifying_selection	0.3848
KRH66535	Recent	0.1571	Purifying_selection	0.479
KRH66536	Recent	0.0535	Purifying_selection	0.7158
KRH66537	Recent	0.0513	Purifying_selection	0.5095
KRH66538	Recent	0.3724	Purifying_selection	0.793
